id,adult,budget,genres,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,actor_1,actor_2,actor_3,director,file_path_1,file_path_2,file_path_3
81,N/A,25000000,9648,Suburbicon,"미국에서 가장 살기 좋은 마을로 꼽히는 서버비콘에서 남부러울 것 없는 삶을 살고 있는 가드너(맷 데이먼)는 아내 로즈(줄리안 무어)를 죽이고 쌍둥이 처제 마가렛과 새로운 삶을 계획한다. 완벽한 계획을 위해 마피아에게 청부살인을 의뢰한 가드너. 아내는 살해 당하지만 의외의 목격자로 인해 계획이 흐트러지기 시작한다. 집요하게 사건을 캐묻고 집으로 찾아오는 보험조사관 버드(오스카 아이작)와 마피아, 처제, 아들 니키(노아 주프)까지 가드너를 궁지로 몰아간다. 가드너는 예상치 못한 방향으로 흘러가는 사건을 수습하기 위해 노력하지만 사건은 걷잡을 수 없이 커져가는데...",28.037,/kKQin72zYQzbXWkzz0eRJ2N017h.jpg,2017-10-26,5775178,105,"완벽한 계획, 의외의 목격자, 감당할 수 없는 비밀",서버비콘,1892,1231,25072,Bethany Haynes,/jYmUvCPOKuP1pIRQ4bXSaH9MID4.jpg,/rjVXNb4T4Ah9URh1BhTvgNsDx3e.jpg,/qkZXRVC9GBqw02hqlWwX8Q6ELHm.jpg
82,N/A,5500000,12,47 Meters Down,"멕시코의 태평양 연안에서 특별한 휴가를 맞은 ‘리사’와 ‘케이트’. 잊을 수 없는 추억을 만들기 위해 익스트림 스포츠인 상어 체험(샤크 케이지)에 도전한다. 하지만 즐거움도 잠시, 자매가 올라 탄 케이지는 알 수 없는 사고로 순식간에 심해 47미터까지 추락하고 만다. 무시무시한 식인 상어 무리에 둘러싸인 '샤크 케이지' 속에서 산소 탱크로 버틸 수 있는 시간은 단 20분!",27.777,/ksuTOXBCMhAV184JrlAC5UFLuU4.jpg,2017-05-25,44235023,89,"47M 바닷속으로 추락한 '샤크 케이지'!남은 산소량 15%, 숨 쉴 수 있는 시간 단 20분!반드시 살아남아야 한다!",47 미터,86132,16855,76795,Johannes Roberts,/6j8B3BqTuNrpAJoa0JIc7nZzOUn.jpg,/eDI1jdUzmB7GBj5uuXK6QKlO0nD.jpg,/17SlEX7QNkTqUHIOmPXEiLVC6WC.jpg
83,N/A,58000000,35,Goosebumps,"책 속에 갇혀 있던 몬스터들이 깨어난다!  뉴욕에서 작은 마을로 이사 오게 된 잭(딜러 미네트)은 첫 날부터 옆집 소녀 헤나(오데야 러쉬)에게 호감을 느낀다. 하지만 전세계 베스트셀러 ‘구스범스’의 작가인 헤나의 아버지 스타인(잭 블랙)은 무언가를 숨기려는 듯 자신들의 집에 얼씬거리지 말라며 경고한다. 어느 날, 헤나의 비명 소리를 듣게 된 잭은 절친 챔프(라이언 리)를 불러 몰래 잠입하고, 그곳에서 자물쇠로 잠겨 있는 베스트셀러 소설 ‘구스범스’ 책들을 발견한다. 잭의 황당한 실수로 책이 펼쳐지자 책 속에 잠들었던 몬스터들이 하나 둘 깨어나기 시작하고 세상은 순식간에 쑥대밭이 되는데.... 몬스터들의 공격에 맞선 잭, 헤나, 챔프 그리고 스타인은 이 위기를 원상복구 시킬 수 있을까?  세상에서 가장 소름 돋는 판타지 어드벤처가 시작된다!",34.946,/jlMrW4orzPYutj9jdX6IWQFAJ7n.jpg,2015-08-05,158162788,103,잠든 책이 깨어난다!,구스범스,70851,112476,1121786,Rob Letterman,/itouI22hCgvU4psqC9DuwAOYuL2.jpg,/pOgXUXUJDhbRl6u1kPAb7ixzvsR.jpg,/vrm5zoYKKVhG8CsSjuJFs1zezVv.jpg
84,N/A,N/A,10749,Long Shot,첫사랑 베이비시터 ‘샬롯’(샤를리즈 테론)을 20년 만에 만난 실직 기자 ‘프레드’(세스 로건)가 현직 미 국무 장관이자 대선 후보가 된 그녀의 연설문 작가가 되면서 벌어지는 상상불가 케미를 그린 대유잼 로코버스터,32.185,/unUPqfHsgPjO9kiIO1NcDyxV82S.jpg,2019-05-02,N/A,125,이세상 '로코'가 아니다!,롱 샷,19274,6885,1371398,Jonathan Levine,/88r25ghJzVYKq0vaOApqEOZsQlD.jpg,/jYnQgKYACzQ06gRf15hRbyRkQsp.jpg,/l4wk3cJvkETnHfx3kxrKWdvAzeO.jpg
85,N/A,60000000,35,Vice,"대기업의 CEO에서 펜타곤 수장을 거쳐 미국 부통령까지 오른 딕 체니(크리스찬 베일). 재임 시절, 보이지 않는 이면에서 그가 내린 결정들은 세계의 흐름을 바꿔 버리고 뒤바뀐 역사는 다시는 회복될 수 없는 시간에 묻혀버렸다. 이제 그가 바꾼 글로벌한 역사의 변곡점들을 추적한다.",34.671,/bdOClE5efi9o2tNJFmV1gzLTbzm.jpg,2018-12-25,66266401,132,그로서 역사는 영원히 바뀌었다,바이스,3894,9273,4495,Adam McKay,/7TTlvADXSxg0yzlGTZFExmw4TSC.jpg,/n49difnnZ8e0CZTvulnMRoURdQj.jpg,/i3DEKIPlO7aX5TLADHvfyJOyEJ9.jpg
86,N/A,55000000,80,The Equalizer,"“법이 지켜주지 않는다면, 내가 한다!”  새벽 2시만 되면 어김없이 잠에서 깨는 로버트 맥콜(덴젤 워싱턴). 불면증으로 잠 못 드는 이 시간이면 그는 늘 책 한 권을 들고 카페로 향한다. 가족도 친구도 없는 그는 아내가 남기고 간 ‘죽기 전에 읽어야 할 소설 100권’을 모두 읽는 것이 유일한 삶의 목표다. 그런 그에게 어느 날, 어린 콜걸 테리(클로이 모레츠)가 말을 건넨다.  “무슨 책이에요?”  “…기사의 이야기지. 기사가 존재하지 않는 세상에 사는.”  “내가 사는 세상과 똑같네요...”  무료하게 전화를 기다리다 벨이 울리면 대기하고 있던 리무진에 오르는 테리와 매일 같은 공간에서 같은 시간을 공유하던 로버트는 묘한 동질감을 느끼며 가까워진다.  그러던 어느 날, 테리가 포주인 러시아 마피아에게 무자비하게 폭행을 당한 채로 발견되자 세상을 향한 분노가 폭발하고만 로버트는 마침내, 강자에겐 약하고 약자에겐 한없이 강한 이 세상을 향해 스스로 심판자가 되기로 결심하는데...  악한 세상을 향한 정의로운 폭력이 시작된다!",32.184,/xZcSumeUttIhQvu9xH3iYyB4Rz8.jpg,2014-09-24,192330738,132,"세상을 바로잡는 심판자, ‘이퀄라이저’",더 이퀄라이저,5292,20982,56734,Antoine Fuqua,/hEJ52KqwOmyRpcihs10h7xOwN7e.jpg,/bc35KYf2wmiMeKAjKUHh1V8BMym.jpg,/920qNlPDD7oTyqedEzwn9J8pjgr.jpg
87,N/A,88000000,27,The Predator,다른 종의 DNA를 이용해 더욱 영리하고 치명적으로 진화한 외계 빌런 ‘프레데터’. 더욱 무자비해진 그의 등장으로 지구는 위협에 휩싸이게 된다. 특수 부대원 출신 ‘퀸’(보이드 홀브룩)은 비밀 정부 미션에 참여 중인 진화생물학자 ‘케이시’(올리비아 문)를 만나게 되고 범죄 전력이 있는 전직 군인들과 함께 ‘프레데터’에 맞서 생존을 위한 사투를 벌이게 되는데…,34.515,/6WE2H8wNNtf0ktUoAaUcET3qi7U.jpg,2018-09-05,160542134,107,"사냥 당할 것인가, 살아남을 것인가 진짜 사냥은 지금부터다!",더 프레데터,467645,1650301,1277188,Fred Dekker,/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,/x0VXCWSTny5JRvpgDnw5ptwQyhA.jpg,/51ieZv6oFQP04LcCmNA0A05wPEC.jpg
88,N/A,N/A,36,Outlaw King,"영국에 충성을 약속한 스코틀랜드 귀족 로버트 브루스. 굴종의 치욕을 씻기 위해, 그가 피를 나눈 형제들과 함께 반란을 일으킨다.",27.471,/rT49ousKUWN3dV7UlhaC9onTNdl.jpg,2018-11-09,N/A,122,종이 될 것인가. 왕이 될 것인가.,아웃로 킹,62064,27428,1373737,David Mackenzie,/tT59Hcfj4Jb3qlTsJDuT0Sn7COl.jpg,/ztZEe7wOMABM26mfaLBoolElHwb.jpg,/yuusjIfudAR1IJJlyTeaFqELwjm.jpg
89,N/A,50000000,35,Planes,"시골의 농약살포기 ‘더스티’는 세계 최고의 레이싱 챔피언을 꿈꾸는 비행기.
 높은 곳을 무서워하는 고소공포증에도 불구하고 꿈을 위해 용기를 낸 ‘더스티’는 친구들의 도움을 받아 세계 레이싱 대회에 도전한다.
 전 세계 최고의 레이서 비행기들이 출전하는 세계일주 비행대회에서
 과연, 시골에서 온 고소공포증 비행기 ‘더스티’는 레이싱 챔피언의 꿈을 이룰 수 있을까?",30.367,/wNhfsHrmDK66E6uHilpsm88riPs.jpg,2013-08-09,219788712,92,"""카""의 친구들이 생~생~하게 날아온다! 용감한 비행기 ‘더스티’와 함께 세계여행을 떠나요!",비행기,31837,59784,5576,Traci Balthazor,/jUe7RbnkLXGYC9MPhdN9cruy4L0.jpg,/y35onQ1O9X1I15R0VgveF28qhxF.jpg,/nNg6mO4phsq6DVHqh4yRTITPsxC.jpg
90,N/A,10000000,53,Texas Chainsaw 3D,"1974년에 일어난 첫번째 전기톱 대학살 사건 후, 소이여 가족을 의심한 마을 사람들은 그 집을 태워 소이여 가족 사람들을 모두 죽인다. 몇십년 후, 헤더라는 여성은 자신이 할머니로부터 텍사스의 땅을 물려받았다는 사실을 알게 된다. 헤더는 친구들과 함께 그녀의 뿌리를 찾아 텍사스로 간다. 그곳에서 그녀는 자신이 물려받은 집의 지하에 숨은 공포스러운 진실을 마주하게 되는데…",28.912,/p0kJOoNvwnWgmvKvL4GqlV3OPUV.jpg,2013-01-03,N/A,92,N/A,텍사스 전기톱 연쇄살인사건 3D,109513,1054724,27737,John Luessenhop,/syZp6erObU03jSEzc3Kvrtk9gV1.jpg,/l7hHzXb5cly5dlo6smdpUkOMaoI.jpg,/fB6x9b4WwMDI0o2LNgwHoa8R7m.jpg
91,N/A,N/A,35,Scooby-Doo 2: Monsters Unleashed,"정체불명의 악당 마스크맨이 미스터리 주식회사가 제거했던 익룡, 흑기사, 타르, 좀비, 1만볼트 몬스터 등을 몬스터 제조기를 이용해 재창조해 쿨스빌을 습격한다. 갑작스런 몬스터들의 등장으로 대외 신용도가 급격히 추락한 미스터리 주식회사는 냉혹한 TV 리포터 헤더 재스퍼-하우(알리시아 실버스톤)와 쿨스빌 시민들의 성화에 떠밀려 사건 수사에 착수하게 된다.  한편, 사고커플 섀기(매튜 리라드)와 스쿠비는 자신들 역시 명탐정이라는 사실을 입증하기 위해 단 둘이서 사건 해결을 위한 단서를 찾아 나서고, 가장 유력한 용의자로 옛날 미스터리 주식회사에 의해 교도소에 보내진 흑기사 몬스터 위클스 영감(피터 보일)을 지목한다. 과연 그가 미스터리 주식회사에 복수하기 위하여 괴물들을 만들어 쿨스빌을 습격한 것일까?  엎친 데 덮친 격, 미스터리 주식회사의 아이디어 뱅크 벨마(린다 카델리니)는 또 다른 용의자이자 쿨스빌 범죄박물관 총책임자인 패트릭 와이즐리(세스 그린)에게 빠져들고, 꽃미남 리더 프레드(프레디 프린즈 주니어)와 얼짱 다프네(새라 미셸 겔러)는 몬스터들을 이용해 쿨스빌을 파괴하려는 음모를 가진 마스크맨의 정체를 밝히는 데 총력을 다한다.",27.856,/pIT3GRDQKFy7WFIU8Vlgeq8cHbE.jpg,2004-03-24,181466833,93,좀 더 강력해진 미스터리 주식회사의 종횡무진 활약상이 펼쳐진다!!,스쿠비 두 2 - 몬스터 대소동,33260,11863,26457,Raja Gosnell,/2vRVzvqY0tydcStBkNn73JPPOPL.jpg,/9DUkNREZwTAVzZwT5mHa0xk8zsL.jpg,/f9ASjEug4tg9KYVDIka1p2DPf6o.jpg
92,N/A,250000000,14,Batman v Superman: Dawn of Justice,슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었고 슈퍼맨은 세계 최고 논쟁의 인물이 되어 버린다. 검증되지 않은 신과 같은 능력을 지닌 슈퍼맨의 등장에 사람들은 두려움에 빠지게 된다. 한편 배트맨은 그 동안 타락했던 많은 자들처럼 슈퍼맨 역시 언젠가 타락을 할 것이라 생각하며 사회에서 가장 위험한 존재로 여긴다. 세계의 미래를 위해 무모하고 제어할 수 없는 힘을 가진 슈퍼맨으로 인해 벌어졌던 일들을 바로 잡으려 한다. 배트맨과 슈퍼맨이 격돌하는 사이 인류를 위협할 새로운 위기가 빠르게 부상하기 시작하는데...,34.359,/u1HYRwnBugUn6DYPR9Z6FPgUKv9.jpg,2016-03-23,873260194,151,모든 대결에는 이유가 있다,배트맨 대 슈퍼맨: 저스티스의 시작,880,73968,90633,Jay Oliva,/vsjBeMPZtyB7yNsYY56XYxifaQZ.jpg,/8qywm7dggUZOCRtUCasF0nq2iJV.jpg,/u0llVyMc9zhjq5GrlQDAFsjpOgi.jpg
93,N/A,12000000,27,Il racconto dei racconti,욕망에 휩싸인 세 여인이 있다. 영화의 시작을 여는 건 아기를 갖기 위해 영혼이라도 팔겠다는 왕비(샐마 헤이엑) 이야기다. 왕비는 풍문에 따라 처녀가 요리한 바다괴물의 심장을 먹고 아들을 얻는다. 아이는 같은 날 태어난 처녀의 아이에게 집착에 관심을 보이며 성장한다. 두 번째는 왕의 사랑을 얻기 위해 젊음을 탐하는 노파와 그 동생의 이야기다. 도라는 우연한 계기로 젊음을 얻는다. 이를 시기한 동생 이마는 도라의 말만 믿고 피부를 깎아내 젊음을 되찾으려 한다. 마지막은 거인에게 잡혀간 공주(비비 케이브)의 이야기다. 공주는 벼룩에 정신이 팔린 아버지를 원망하며 호시탐탐 탈출할 기회만 노린다.,28.863,/cJ0WsKW0AkfnEfgi0PyzZdEz9ri.jpg,2015-05-14,N/A,134,욕망에 휩싸인 세 여인의 이야기,테일 오브 테일즈,3136,1925,13014,Matteo Garrone,/xzVLFeKcEz9pCDfjauh5dd0VBDY.jpg,/r9Gv31EbdWd4BIefmNJqg6lqQmm.jpg,/rT6HdWfObSXTtEtkdNdFKTbdL0V.jpg
94,N/A,28000000,35,A Bad Moms Christmas,"모두가 행복해야 할 크리스마스. 그날이 다가올수록 세 엄마는 불길하기만 하네. 심지어 그들의 사고뭉치 엄마들까지 등장 완료! 행복으로 가는 길, 원래 가시밭길인 걸까?",29.072,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,2017-11-01,130560428,104,N/A,배드 맘스 크리스마스,18973,40462,17696,Jon Lucas,/aIF2xRhE7iGxQd6ITGNrwYdGB9e.jpg,/ciEBcL00Je0zCcU233K0oU6Hhpd.jpg,/xpbY5tIYPchAI1J5hHiMnUarRs5.jpg
95,N/A,6000000,53,Personal Shopper,"프랑스 파리에서 퍼스널 쇼퍼로 일하는 미국 여자 ‘모린’(크리스틴 스튜어트)  영혼들과 대화할 수 있는 능력을 가진 그녀는 최근 쌍둥이 오빠의 죽음으로 힘겨운 시간을 보낸다.  그러던 어느 날, 정체를 알 수 없는 존재로부터 의문의 메시지가 들어오는데…  “난 널 알아, 너도 날 알고, 내 정체가 안 궁금한가?”",28.4,/rshzUa8pilaFN5CnEABHYaWbzqN.jpg,2016-10-19,1305195,105,N/A,퍼스널 쇼퍼,37917,111420,1330967,Olivier Assayas,/i46GYmtFfumxJrBAuvk72twBJ3C.jpg,/lCLaLhW3sp576esPHwA8UbbebJt.jpg,/eFBJGrOZzxDFbRbjSt8747vpOEt.jpg
96,N/A,50000000,18,Don't Say a Word,"1991년 뉴욕, 여섯 명의 범죄자가 은행에 침입한다. 그들이 노리는 것은 천만 달러짜리 레드 다이아몬드. 아슬아슬하게 범죄에 성공해 차를 출발시킨 순간, 리더 패트릭은 공범자 버로우가 다이아몬드를 바꿔치기 한 사실을 알게 된다. 패트릭의 눈이 증오로 이글거린다.  2001년 뉴욕. 정신과 의사 네이선은 긴급 호출을 받는다. 십 년 간 정신병원에 입원해 있었던 엘리자베스가 남자 간호사를 난자하는 일이 생기자, 그녀를 진단하기 위해 호출된 것. 첫 만남, 소녀는 의문의 말을 남긴다. ""당신도 그들이 원하는 것을 찾으러 왔지? 난 절대 말하지 않아. 단 한 마디도..."" 그녀의 말을 이해할 수 없는 네이선. 다음 날 네이선의 딸이 유괴된다. 유괴범의 전화. ""엘리자베스에게서 그 숫자를 알아내. 오늘 저녁 5시까지. 안 그러면 딸은 죽는다."" 최고의 정신과 의사에게 찾아온 잔혹한 게임. 딸의 목숨을 구하기 위해 퍼즐처럼 음모의 조각을 맞춰가는 네이선.",27.273,/z3T9sgZlxyeJ1hYgMAc9y549mNO.jpg,2001-09-28,100020092,113,N/A,돈 세이 워드,3392,48,328,Gary Fleder,/AaOtoMzqWJPSNXPRKwbvqf6MbKo.jpg,/hdLb5jNm5UmM2Z9McAIxGrY0Kwa.jpg,/eUYVQ4AEbZwWHuwup8WjdtsayfG.jpg
97,N/A,N/A,53,Hunter Killer,"미 국방부는 격추당한 잠수함의 행방을 찾기 위해 ‘헌터 킬러’를 극비리에 투입시키고 캡틴 ‘글래스’(제라드 버틀러)는 배후에 숨겨진 음모가 있음을 알게 된다. 한편, 지상에서는 VIP가 납치되어 전세계는 초긴장 상태에 놓이게 되는데…  일촉즉발 위기상황, VIP를 구출하라!  단 한 척의 공격 잠수함 ‘헌터 킬러’와 최정예 특수부대 네이비 씰의 숨막히는 육해공 합동 작전이 펼쳐진다!",29.207,/dvXBT2VJGARkijXvavsF9JbccAO.jpg,2018-10-19,N/A,122,소리 없이 침투하여 오차 없이 공격하라!  세계 최강의 공격 잠수함 ‘헌터 킬러’가 움직인다!,헌터 킬러,17276,64,10881,Donovan Marsh,/gCIB3DdK00DyfwosVGf7pnFFdK3.jpg,/6li27rYziFeLlOjQh0oPN8ZRCZD.jpg,/7porUr16cP1plurEzTOygxgI0f2.jpg
98,N/A,155000000,12,Terminator Genisys,"인간 저항군의 리더 존 코너(제이슨 클라크)의 탄생을 막기 위해 스카이넷은 터미네이터를 과거로 보내고, 이를 저지하기 위해 부하 카일 리스(제이 코트니)가 뒤를 따른다. 젊은 사라 코너(에밀리아 클라크)와 그녀를 보호하고 있던 T-800(아놀드 슈워제네거)은 로봇과의 전쟁을 준비하며 이미 그들을 기다리고 있었다. 시간의 균열로 존 코너 역시 과거로 오지만 그는 나노 터미네이터 T-3000으로 변해있었던 것. 이제 인류는 인간도 기계도 아닌 그 이상의 초월적인 존재, 사상 최강의 적에 맞서 전쟁을 벌여야만 한다.",31.596,/xm0hPiyP9pBkxGVWPGJUMPqxL4T.jpg,2015-06-23,440603537,125,"새로운 위협, 새로운 미션",터미네이터: 제니시스,1100,76512,1223786,Alan Taylor,/bIlYH4l2AyYvEysmS2AOfjO7Dn8.jpg,/3DmxSJ08m9wwbxwbwHzA4dunGNO.jpg,/hH7LJTs3gtWMrAIHsYgrdmCYlLx.jpg
99,N/A,60000000,53,15 Minutes,"감옥에서 출소하자마자 예전 동료에게서 간단히 분담금만을 받으려 유럽에서 미국으로 날아온 범죄자 에밀과 올렉. 특히 올렉은 영화 감독이 오랜 꿈. 뉴욕에 도착하자마자 캠코더 한 대를 훔친다. 곧이어 둘은 동료를 찾아가지만 그에겐 에밀과 올렉에게 줄 돈이 바닥이 난 상태. 흥분한 에밀이 동료를 살해하고, 올렉은 캠코더를 통해 탐욕적이고 호기심 가득 찬 시선으로 캠코더에 모든 상황이 숨가쁘게 담겨지는데.  '피플'지를 장식했던 뉴욕의 저명한 형사 에디와 내성적이면서 소심한 방화전문 수사관 죠디는 계속되는 연쇄방화사건과 살인 사건 현장에 자주 부딪치면서 서로에 대해 알게 된다. 둘이 티격태격하면서 불안정한 파트너쉽을 이루는 가운데, 유럽에서 날라온 두 범죄자는 가장 쉽게 부를 축적할 수 있는 묘안을 짜낸다. 그것은 더 악랄하게 범행을 질러 미국인을 경악하게 하는 것. 그래야 유명해지고 갑부가 될 수 있으니까!  에밀과 올렉은 미국에서 가장 시청률이 높은 리얼리트 뉴스쇼 - '탑 스토리'를 시청하면서 '바로 이거!'라며 땅을 친다. 그리고 곧 그들이 벌여놓은 연쇄살인사건을 맡은 '에디'라는 형사의 신상을 알게 된다. 한편, 에디는 방송인인 여자 친구에게 청혼을 준비 중인데.. 이제 세계에서 가장 위대한 형사 에디를 잡은 두 범죄자의 행동하나하나는 전 세계인의 이목을 잡는 특종감이 되는데...",24.353,/zHKxfDmlOjISXA7VvGyzOp9kn1f.jpg,2001-03-01,56359980,120,N/A,15분,380,6885,12833,John Herzfeld,/xdha8DvElblfBbNnkpGsF42lAyv.jpg,/obvkv7jwDN3YKOJHgsIsF2xRvxC.jpg,/wKRsjsbuzFst3R3WxvIM6gcVikv.jpg
100,N/A,N/A,35,The Perfect Date,"야심 찬 고등학생, 대학 학비를 벌기 위해 맞춤형 데이팅 사업에 뛰어든다. 고객이 원하는 모든 이상형으로 단숨에 변신하는 브룩스. 그런데 가만있어 봐. 내가 누구더라?",28.207,/23JbhHQT19awMHwwdtMBDhJssZu.jpg,2019-04-12,N/A,93,N/A,퍼펙트 데이트,1253353,54722,1814288,Chris Nelson,/a1FDYNvHj6dX3IFrxaOeJfCbqPs.jpg,/tHUzzVwshwidhQxZXj0WzAdKdto.jpg,/l1Wvw4JKd6eq3DV1yGvIlIWIvo3.jpg
101,N/A,20000000,35,Rough Night,대학 시절 절친들이 상원 후보자인 제시카의 결혼 전 처녀 파티를 즐기려 마이애미로 향하고 고용한 남성 스트리퍼가 사고로 죽게 되고 강도들에게 위협을 당하며 모든 일들을 헤쳐나가는 내용의 이야기.,27.308,/i66xbL1C6FEWDm2KoX11DHmP4Rz.jpg,2017-06-15,45056771,101,절친들이 모였다.,레이디스 나잇,1245,1226302,1240487,Lucia Aniello,/sqlQt6Orr2hEOb7fekhjCefhiED.jpg,/xlUFCwDyaPLOI0LNIb4MXHxvtc3.jpg,/vYJwShI8QqUHirOulhVaoLHXUIa.jpg
102,N/A,N/A,18,A Vigilante,"10년간 이어진 남편의 지독한 가정폭력으로 몸과 마음을 다친 세이디. 남은 인생은 자신과 같은 피해자를 구출하는 데 쓰기로 결심하고 잠적을 감춘다. 세이디는 긴 시간 몸을 단련하고 무술을 익혀 비밀스럽게 피해자들의 복수를 대신한다. 하지만 어느 날, 실종된 줄 알았던 남편이 그녀 앞에 다시 나타나는데...",23.315,/iTM359SCARENWkZsYFyMvHRms72.jpg,2019-03-29,N/A,91,내 남편의 살인을 의뢰합니다,비질란테,59315,937913,1043693,Sarah Daggar-Nickson,/kReEky4XRCAq22H5V37kDcNY9dj.jpg,/sDBYIKXuyffMRI3Z1NZmBSZRwp0.jpg,/9XXQZemfjzirQTqXUGAehLmb8PU.jpg
103,N/A,N/A,12,Triple Frontier,"마약왕의 돈을 훔치기 위해 다시 뭉친 전직 공수특전단 요원들. 왕년의 실력을 발휘하지만, 예상치 못한 위기가 닥친다. 의리마저 흔들리는 그들, 무사히 해낼 수 있을까.",28.112,/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg,2019-03-06,N/A,125,마약왕의 소굴에서 수백만 달러를 훔쳐라!,트리플 프런티어,880,25072,56365,J. C. Chandor,/s9I2LmQMYCanl6DvC3X1AOHs2r8.jpg,/7wM9QdXErv8ZEAt9T9WRrJUqJh6.jpg,/5b4iQIc9TGmafzgAZZ4bBni5ZbL.jpg
104,N/A,30000000,878,Replicas,윌의 가족들은 불의의 교통사고로 이미 세상을 떠났지만 신경과학자인 그가 가족의 복제품을 만들어 함께 살아가고 있는 것. 극비리에 가족을 복제하고 윌은 일상의 평화를 되찾지만 아내와 아이들이 하나 둘 몸과 기억의 이상을 호소하기 시작하고 생명 윤리와 법을 거스른 그는 정부의 추적에 쫓기기 시작하는데…,26.128,/vHvbd0ERau7TM9sOhMFiiX6rcK1.jpg,2018-10-25,8100000,107,사랑스러운 아내의 남편이자 귀여운 세 아이의 아빠 윌 포스터. 그에게는 비밀이 있다.,레플리카,6384,59860,111678,Keanu Reeves,/sHPfBVFq7dlnXCz1zFdbEdwcBDJ.jpg,/2BJRbGIyjWrJAtMxpZhPCRXE0jV.jpg,/7H6UPPGwP43yRIgvDc4MhJG9p58.jpg
106,N/A,50000000,53,Chain Reaction,"시카고 대학 실험실. 과학자와 기술자들이 세계를 뒤흔들어 놓을 과학적 성공을 이룩해낸다. 수년간 땀을 쏟으며 끈질기게 연구에 몰두한 결과, 이들은 물을 원료로 사용하여 에너지 고갈을 염려할 필요가 없을만큼 무한정으로 생산해낼 수 있는 에너지이자 공해율 0%인 무색 무취의 강력한 에너지를 생산해낸다. 이들의 실험이 성공하던 날, 대학생 기술자 애디 카살리비치(Eddie Kasalivich: 키아누 리브스 분)와 릴리 싱클레어(Dr. Lily Sinclair: 레이첼 와이즈 분)는 암살 협박을 받게 된다.  이들의 연구 결과가 공식적으로 발표되기 직전, 실험실은 대폭발에 휩싸여 날아가버리고 과학자인 버클리 박사(Dr. Alistair Barkley: 니콜라스 루달 분)가 살해되고 중국계 루 첸 박사(Lu Chen: 트지 마 분)는 실종된다. 버클리 박사는 자신의 연구업적을 무료로 제공할 계획이었으나 공해 예방의 혁명적인 연구 결과가 공개되기도 전에 살해 된 것이다. 거듭되는 살인과 하이테크 스파이전의 연쇄 반응에 휘말린 애디와 릴리는 안타깝게도 폭파및 살인 용의자의 누명을 쓰고 도망자 신세가 된다. 6명의 FBI요원들은 시카고에서 위스콘신까지 이들을 뒤쫓는 추격전을 펼치고 애디와 릴리는 이 폭발 음모의 배후가 누구인지, 그리고 어떤 세력들이 자신들의 대체 에너지 연구를 저지하려고 하는지, 자신들의 목숨이 걸린 위기 속에서 그 음모를 풀어나간다.",26.26,/ubxuqClGXdRE1BhLXR3YaCl36Vy.jpg,1996-08-02,60209334,107,N/A,체인 리액션,6384,192,3293,Andrew Davis,/vMvhEC7nBtsjFfNZfnw1odoQPUK.jpg,/RpVE8C5oExULO2vCJky6WwGCwM.jpg,/vTO5wUHlt0vDdtxKM8ZltjqKDjR.jpg
107,N/A,1000000,18,Camp X-Ray,"9.11 테러 이후, 테러 사건의 용의자들을 가둬둔 관타나모 수용소로 발령 받은 신병 ‘에이미 콜’(크리스틴 스튜어트). 발령 첫 날, 수용된 자들을 ‘포로’가 아닌, ‘억류자’라고 부르라는 상사의 명령을 받는다.  고향인 작은 마을을 떠나, 의미 있는 일을 하기 위해 입대한 그녀가 맡은 임무는 ‘억류자’들의 이름 대신 번호로 부르고, 용건 외 어떠한 대화도 나누지 않으며, 반항하면 며칠 동안 잠을 재우지 않는 벌을 주고, 단식을 하면 강제로 음식물을 주입해 이들이 자살하지 못하도록 24시간 내내 감시하는 것이 전부다.  ‘에이미’는 가장 반항적인 471번 억류자 ‘알리’(페이만 모아디)와 사소한 계기로 대화를 하게 되면서 단단한 철문을 사이로 특별한 우정을 쌓게 된다. 대부분의 억류자들이 테러범이 아니라는 사실을 알게 되어 혼란스러워진 ‘에이미’. 게다가 진실과는 상관없이 이들의 자유를 말살하고 가혹한 통제를 해야 하는 자신의 임무에 점점 회의를 느끼는데…",26.621,/tAnncKDcPlzBeNrdlZeuo0ke9AX.jpg,2014-10-17,59744,117,난 너에게 좋은 사람이야? 나쁜 사람이야? 감정조차 자유롭지 않은 곳에서 핀 가슴 뜨거운 우정!,캠프 엑스-레이,37917,559566,52704,Peter Sattler,/2R07sv0C7HS1bHdeO5fDfIQplOM.jpg,/sVBNUANm6wKS6MH0Rm9tsU1Pbwr.jpg,/rxCP7AzykrjPeoTmYOFvFQDKnrV.jpg
