id,adult,budget,genres,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,actor_1,actor_2,actor_3,director,file_path_1,file_path_2,file_path_3
368,N/A,63000000,18,Fight Club,"자동차 회사의 리콜 심사관으로 일하는 주인공(에드워드 노튼)은 일상의 무료함과 공허함 속에서 늘 새로운 탈출을 꿈꾼다. 그는 비행기에서 자신을 비누 제조업자라고 소개하는 타일러 더든(브래드 피트)을 만난다. 집에 돌아온 주인공은 아파트가 누군가에 의해 폭파되었음을 발견하고, 타일러에게 도움을 청해 함께 생활하게 된다. 어느 날 밤 타일러는 주인공에게 자신을 때려달라고 부탁한다. 사람은 싸워봐야 진정한 자신을 알 수 있다는 것이다. 결국 이들은 매주 토요일 밤 술집 지하에서 맨주먹으로 격투를 벌이는 파이트 클럽을 결성하기에 이르는데...",27.222,/kabpExFv9JLp778w9ZtCtZnWH9N.jpg,1999-10-15,100853753,139,당신이 알고 있는 모든 것은 허구다,파이트 클럽,819,287,1283,Ross Grayson Bell,/mMZRKb3NVo5ZeSPEIaNW9buLWQ0.jpg,/wSJPjqp2AZWQ6REaqkMuXsCIs64.jpg,/52AfXWuXCHn3UjD17rBruA9f5qb.jpg
369,N/A,5500000,53,Bullitt,"시민들로부터 신망을 얻고 있는 샌프란시스코 경찰서 경위 프랭크 블리트(Detective Lieut. Frank Bullitt: 스티브 맥퀸 분)는 어느날 시카고에서 온 존 로스(Johnny Ross: 팻 레넬라 분)란 자를 48시간동안 보호하는 임무를 맡는다. 존 로스는 통신사를 운영하며 모은 정보로 범죄 조직을 협박한 자로 상원 의원인 찰머즈(Walter Chalmers: 로버트 본 분)가 범죄 소탕을 위해 그를 증인석에 세우는 대신 신변 보호를 보장한 것. 그러나 보호도중 범죄 조직원의 급습으로 존 로스는 중상을 입고 끝내는 병원에서 숨지게 된다. 살인범을 잡으려는 블리트 경위는 사건이 종결되지 못하도록 존 로스의 시체를 빼돌리며 수사를 계속하는데, 마침내 경찰을 신뢰하지 못한 존 로스가 자신과 닮은 앨버트 레닉이란 자를 대신 내세워 자신의 신변을 보호하려했음이 밝혀진다.",22.781,/oyhnoFu2oKQfAIdu9YU8I8Ne0pX.jpg,1968-10-17,42300873,113,N/A,블리트,13565,14062,14060,Peter Yates,/lS3pffg5eIZtnqa0OIHOoe0jdER.jpg,/h7wpg5eYpSAWTB7K3GEccNWjTEm.jpg,/cMo8yVGscQdTWhSYveYj0YlU8Sa.jpg
370,N/A,25000000,27,Bride of Chucky,"살인마 레이의 영혼이 들려 살인을 일삼다 경찰에게 희생돼 경찰의 증거품 보관실에 폐기돼 있던 처키가 레이의 애인인 티파니에 의해 세상 밖으로 나온다. 티파니가 원하는 건 처키, 즉 레이의 영혼과의 결혼. 하지만 주술 행위를 통해 깨어난 처키는 인형 안에 갇혀 있는 걸로 만족하지 않고 인간의 몸을 빌어 환생하고 싶어한다. 결국, 자신의 뜻을 막는 티파니를 죽이고 티파니도 자기처럼 인형 속에 넣어 버린 처키. 그후 처키는 티파니를 설득해 인간의 몸을 가질 수 있게 돕는 부적이 묻힌 레이의 묘로 떠나는 여행을 시작한다.",26.03,/u5Lc1Li0Hpc452o57E2KaToezZX.jpg,1998-10-16,50671850,89,N/A,사탄의 인형 4: 처키의 신부,1471,7906,1370,Ronny Yu,/8m5RYjYDcsZyFFP0rsfAGJj2lU5.jpg,/34QnDcPy7srPLLzIGZ9UO8lPhVj.jpg,/72hIvBz5JQdnBygb2xMT3TsVgZG.jpg
371,N/A,3000000,53,Undisputed III: Redemption,러시아 교도소의 격투기 선수가 자신의 지난 패배를 설욕하기 위해 교도소간의 격투대회에 참가하게 된다.,27.53,/vLSnWLCnqk5j3oLnMnBHJGL3bO0.jpg,2010-05-22,N/A,96,N/A,언디스퓨티드 3:  리뎀션,78110,61856,6696,Isaac Florentine,/c9GlsmZsZ9DR0G3LhRNip2wF06Y.jpg,/7vDOtDCVuwp84lvdLp7IxheNWWr.jpg,/pkXhvatUWWqrLiZNbbW7PE8PZcz.jpg
372,N/A,4100000,878,Scanners,루스 박사(Doctor Paul Ruth: 패트릭 맥구한 분)가 개발한 피임약 페므롤 복용으로 태어난 초능력자 스캐너스. 이들을 관리하는 콘섹에서 초능력 시험 도중 연구원들이 암살당하는 사건이 발생한다. 루스 박사는 콘섹의 존재를 위협하는 지하 스캔너의 지도자 리벅(Darryl Revok: 마이클 아이론사이드 분)을 제거하기 위해 새로운 스캐너 베일을 고용한다. 그러나 죽음의 고비를 넘긴 리벅의 입에서 흘리운 충격적인 탄생의 비밀. 마침내 두 사람의 인간에 대한 처절한 복수극이 시작된다.,23.725,/gl7uT1nm7kpi4Fv0YMgv2C1dGj3.jpg,1981-01-14,14225876,103,N/A,스캐너스,57880,26662,11086,Ronald Sanders,/7kAXrqKDAt8vnVTJs3JIwfWYeGy.jpg,/fOjllOSWeTibW5zKeJlqq3aLXpB.jpg,/vAiURKSJ5lYtz2G2d1L0qDjk7Sv.jpg
373,N/A,97000000,53,Alien: Covenant,2천명의 승객과 12명의 승무원을 실은 커버넌트호는 새로운 행성의 개척과 이주를 위해 항해 중이다. 인공지능 로봇 월터(마이클 파스빈더)가 홀로 깨어 승무원들의 건강을 관리하던 중 예기치 못한 사고로 선장이 사망하고 승무원들이 깨어난다. 이들은 커버넌트호를 정비하던 중 인근의 행성으로부터 알 수 없는 신호를 감지한다. 여행에 지친 승무원들은 다니엘스(캐서린 워터스턴)의 반대에도 불구하고 행성을 탐사하기로 결정한다. 이들은 정체불명의 생명체에 감염되어 위기에 빠지지만 10년 전 사라졌던 프로메테우스호의 인공지능 로봇 데이비드의 도움을 받아 상황을 모면하는데...,25.296,/qNXO2ECsIqxhFJTouvEfMw4Zqxm.jpg,2017-05-09,232380243,122,그것은 시작에 불과했다,에이리언: 커버넌트,17288,77795,8289,Ridley Scott,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,/cedU0efycGfTqtC1FwdGQVSr4k6.jpg,/kMU8trT43p5LFoJ4plIySMOsZ1T.jpg
374,N/A,75000000,9648,Unbreakable,"필라델피아에서 열차 충돌사고가 발생해 승무원과 승객을 포함해 131명이 그 자리에서 즉사한다. 하지만 놀랍게도 그 가운데 딱 한 사람, 데이비드 던(브루스 윌리스)만이 멀쩡하게 살아 남는다. 그냥 멀쩡하게가 아니라 털끝 하나 다치지 않은 상태로. 데이비드 던은 어느 날 일라이저 프라이스(사무엘 L. 잭슨)란 흑인 남자로부터 쪽지 한 장을 받는다. 당신은 살아가면서 도대체 며칠간이나 아파봤느냐는 이상야릇한 내용이다. 일라이저를 만나면서부터 데이비드 던은 자신에게 숨겨져 있는 비밀스런 능력을 발견하게 되는데...",30.523,/kemmIkIzzzvAAFFWlpzg3XVETeO.jpg,2000-11-13,248118121,106,예상치 못한 반전과 충격적 결말,언브레이커블,62,2231,32,M. Night Shyamalan,/4WQG7oGOjNQX9U89CpPO0hyLFxz.jpg,/fhlqvfWMoNKmwsh1kF4NG6uQwGj.jpg,/aOPoViZpQG7UuECLlCj7PPhtBdm.jpg
375,N/A,8000000,18,Somewhere,"샤토 마몬트 호텔 59호에 장기투숙하고 있는 유명배우 조니.  늘 누군가의 시선을 의식하고 화려한 파티와 시상식 촬영이 일상이다보니 웬만한 자극에는 반응하지 않을 만큼 감각이 무뎌져 있다.  영화 홍보를 위한 사진 촬영과 인터뷰 그리고 또 다른 영화 촬영 스탭들에 둘러싸여 스케줄에 따라 움직이는 스타 자신의 인생이 아닌 남의 인생을 살고 대중이 원하는 이미지로 살아야 하다보니 일상으로 돌아온 조니는 진짜 자기 모습을 잃어버린 것 같다.  그에게는 11살된 딸 클리오가 있다.  피겨 스케이트를 배우는 딸을 위해 라이드를 해주는 아빠이기도 하다.  어느날, 예고도 없이 클리오가 호텔로 찾아왔다.  열흘 남짓 캠프를 가기 전까지 클리오를 돌봐야 한다.  클리오의 엄마는 어디가는지 언제오는지 말도 없이 그냥 클리오를 맡겼다.  조니와 클리오 엄마와의 관계가 정리되었는지 어떤지 설명이 없다.  다만 이혼했을꺼라는 짐작뿐...  조니는 클리오와 함께 밥을 먹고 수영을 하고 게임도 하고  조니의 친구들을 만나기도 하고 해외 시상식에도 함께 참석하는 등  조니의 스케줄을 따라 다니며 함께 시간을 보낸다.  캠프를 떠나는 클리오  엄마는 언제 돌아올지 모르고 아빠는 함께 있어주지 않는다고 눈물을 흘리는데 조니는 감각이 되살아나는 것을 느낀다.  아~ 나는 나쁜 아빠인가 보다라는 자각과 함께...  클리오가 떠난 뒤 조니 혼자남은 호텔방의 무료함을 이제는 견딜 수 없다.  조니는 체크아웃을 하고 어.딘.가.로 떠난다.",22.076,/d3A0bbRp6sHN4uz6n3ddbtyL1tt.jpg,2010-09-03,N/A,98,N/A,썸웨어,10822,18050,56586,Sofia Coppola,/AowK7mEL8mj4t9nx6Fz3WRbp7fy.jpg,/7uExmIbSz5b5MfsuIqw2rgEOTZC.jpg,/sP7xrKd2EhHWhPLdJxgZBFybrYm.jpg
376,N/A,N/A,80,Police Academy 3: Back in Training,"이번 얘기는 한 주에 두 개의 폴리스 아카데미가 있을 필요가 없다는 주지사의 발언을 기회로 라사르 교장이 이끄는 학교가 존폐의 위기에 처하면서 벌어진다. 이에 궁지에 빠진 모교를 구하기 위해 졸업생들이 대거 돌아온다. 말재간꾼 마호니를 비롯해 괴력의 하이타워, 소리 흉내내기의 천재 라벨, 권총광 덕클베리, 모기 소리에서 사자 목소리로 바뀌는 여순경 훅크 등등. 낯익은 얼굴들이 모두 라사르 교장 렛 돌아와 라이벌 교인 모저 교장이 이끄는 폴리스 아카데미와 먹느냐 먹히느냐의 대결을 벌인다. 모저 교장은 라사르의 교관인 블랭크스와 코프랜드를 자기편으로 끌어들여 작전 계획을 사전에 탐지 와해 공작을 벌인다.",24.22,/r4j14ZjmWfcQbboG76gxloqa3N3.jpg,1986-03-20,43579163,83,N/A,폴리스 아카데미 3:재훈련,26472,57349,57353,Jerry Paris,/fxIm54v5iHtGmgVQKAu5zyN9L7T.jpg,/sGukZxFSavizbySXPI3wnyrbkcj.jpg,/utPAkZoBOd9Y4TVJI6MDtdy3D0T.jpg
377,N/A,22000000,10749,Metegol,"뭔가 특별한 일이 일어날 것 같은 어느 날, 눈물 한방울이 장난감에 떨어진 후 모든 것이 달라졌다. 타운에서 하나밖에 없는 테이블 축구 게임의 장난감들이 모두 깨어난 것. 캡틴 루닌, 골잡이 라면머리 날도, 쌍둥이 수비수 트윈, 음유시인 아트, 들어본 적 있는 느낌적 느낌 갓지성, 민머리 용병 레드까지.. 그런데 여긴 어디? 테이블 축구 게임기가 아닌 공원 벤치, 롤러코스터 꼭대기, 쓰레기 집합소 등 다양하고 엉뚱한 곳에서 깨어난 장난감들! 이들 앞에는 상상하지 못한 모험들이 기다리고 있는데…",22.068,/qW3kc72pyDoH5SUZ8mznVA6j0Ie.jpg,2013-07-18,24000000,91,깨어난 장난감들의 비글미 넘치는 토이 어드벤처!,장난감이 살아있다,84714,1182533,93648,Juan José Campanella,/aFJI3yhV8HGJ7yo6MUNL2aoy9Aj.jpg,/kDMaJp2wpoDaqXi4uggzPgItPXz.jpg,/Ai3sKxzv75RbsblRSdazjtcHTT0.jpg
378,N/A,N/A,53,فروشنده,"연극 ‘세일즈맨의 죽음’을 준비 중인 젊은 부부 ‘라나’와 ‘에마드’.  살고 있던 건물이 붕괴될 위기에 처하자  이전 세입자의 물건들이 남아 있는 기이한 느낌의 아파트로 이사를 간다.  하지만 남편 '에마드'가 집을 비운 어느 날, 그들의 삶이 송두리째 바뀌는 사건이 일어나는데...",24.726,/2MYsqQ9GlOTegCDEwJx1ANn1n9e.jpg,2016-06-24,2216318,123,진실과 마주한다면 당신은 용서할 수 있는가?,세일즈맨,229933,213371,41525,Asghar Farhadi,/woSmQgo1wxE4WRVXWHrmgv3jy2O.jpg,/egGqf601OPAmN8STa1aWZ7WHN5k.jpg,/wv8ByV0JBfsRFvsFOkVwE1KMVnJ.jpg
379,N/A,70000000,14,Dr. Dolittle 2,"동물들과 이야기를 나누는 특별한 능력을 지닌 두리틀 박사는 바쁜 와중에도 늘 동물들의 치료를 돕는다. 그러던 어느날 그 도시의 숲의 대장 비버로부터 만나달라는 부탁을 받고 그를 찾아간다. 그 자리에서 비버는 목재 사업가들의 욕심으로 인해서 숲이 벌목 될 것이고, 그렇게 되면 수많은 동물들이 집을 읽게 될 거라며 도와달라는 부탁을 받는다. 두리틀 박사는 자신이 관여하기에는 너무 큰 문제라서 망설이지만, 결국 동물들을 돕기로 하고 계획을 추진해간다. 숲에 멸종위기의 동물이 있을 경우 벌목 사업을 중지시킬 수 있음을 안 두리틀 박사는 그 숲에 멸종위기의 암컷 곰인 '아바'가 살고 있음을 알아내고 벌목 사업을 1달간 연기시킨다. 그리고 곰 수컷을 숲에 데려와서 새끼들을 볼 수 있다면 그 숲은 영구적으로 보존될 수 있음을 알게 된다. 두리틀 박사는 서커스단에서 공연을 하던 패시픽 웨스턴 곰 수컷 '아키'를 찾아내서 야생으로 돌려보내려고 온갖 노력을 하지만 도시에 살며, 빈정거리기 좋아하고, 패스트 푸드를 먹으며 서커스 공연을 하는 이미 길들여진 생활에 익숙해진 야키를 야생으로 보내는 건 너무도 힘든 일이다. 여러 번 포기하려던 위기를 맞지만 가족들과 동물들의 도움으로 그 위기를 무사히 넘기고 마침내 두리틀 박사는 '아키' 를 야생으로 돌려보내는 데 성공하는데.",23.508,/aecUc1LobMV56Doj99ZvJR2dXgG.jpg,2001-06-22,176104344,87,N/A,닥터 두리틀 2,776,31029,66896,Larry Levin,/CI4gcw8kes1sbR9ht8rhMc2la7.jpg,/rjsfKD76u4Eqmzo3n0KPeaGX4UJ.jpg,/sE1SCR5I6OWIm3MZebtac2Bu5T5.jpg
380,N/A,N/A,35,American Pie Presents: The Book of Love,"초보를 프로로 만드는 선배 작업남들의 족보, 사랑의 금서 전격 해부!  첫번째 아메이칸 파이 소동 그 이후 10년, 이스트 그레이트 폴스 고등학교의 남학생들은 여전히 과거 그들의 선배들과 똑 같은 고민을 하는 풋풋한 청춘들이다. 총각딱지를 떼기를 간절히 희망하는 어리버리 세 친구 롭, 네이단. 어느 날, 롭이 도서관에서 우연히 미스터 루벤스타인의 전설적인 성서 즉 ""사랑의 금서""를 발견하고, 이들은 자신들의 꿈을 이뤄줄 '사랑의 금서'를 가이드로 삼아 24시간 목표를 향해 매진하려고 하고자한다. 하지만 책은 망가져있고, 정보는 불완전하다. 몇번의 실패끝에 그들은 책의 편집자인 미스터 루벤스타인에게 연락하고, 과거 그 책을 쓴 선배들을 하나 둘씩 찾아내는데…",24.51,/hwP0GEP0zy8ar965Xaht19SmMd3.jpg,2009-06-18,N/A,93,N/A,아메리칸 파이: 사랑의 금서,26510,69395,94769,John Putch,/dbWxwCZVYx2OBiLHL6Sn3vW1hSA.jpg,/nhERy8lKNOFgBDuIZAMkks8Znt7.jpg,/hCn76ZB9hpaZhZWQ3BJUAfISG6A.jpg
381,N/A,1400000,80,Koroshiya 1,"보스가 거액의 돈을 가지고 사라지자 중간보스인 카키하라는 그의 뒤를 쫓고, 그런 카키하라를 죽이기 위해 이치라는 킬러가 나선다. 키카하라는 새디즘과 메저키즘을 모두 가지고 있는 인물로 어린 시절의 기억 때문에 자폐적인 성향을 나타내며 불안정한 정서 상태를 가지고 있다. 그는 보스가 사라진 것과 관련이 있다고 생각되는 사람들은 모두 잡아들여 고문을 하는데...",24.753,/6TCCUZzYjRNRTu36z4iLQDyZAb4.jpg,2001-12-22,N/A,129,사랑은 정말로 아픈것.,이치 더 킬러,13275,58604,58608,Takashi Miike,/bma7e5YWIcvsy1tEuYqEHVY7qO7.jpg,/fO8WAqFz3QY9MrTbQTlzWzixS0s.jpg,/sJl0QzqTJGt6gyyx1wA2yHXPhCK.jpg
382,N/A,45000000,14,滿城盡帶黃金甲,"중국 당나라 말기, 중양절 축제를 앞두고 황금빛 국화가 황궁을 가득 채운다. 황제(주윤발)는 북쪽 국경을 수비하기 위해 떠났던 둘째 아들 원걸 왕자(주걸륜)를 데리고 황후(공리), 세 명의 왕자까지 온 가족이 함께 중양절을 보내기 위해 돌아온다. 오랜만에 황실로 돌아온 원걸 왕자는 불안해 보이는 황후의 건강과 국화에 대한 그녀의 집착에 걱정이 앞선다. 한편 깊어가는 자신의 병색에 황제가 연관되어 있음을 감지한 황후는 원걸 왕자와 중양절의 반란을 계획한다. 드디어 시작된 축제의 밤. 찬란한 달빛을 등지고 국화로 수놓은 황금 갑옷을 입은 십만의 병사들이 황제를 향해 칼을 겨누는데...",23.054,/14iVgZMUHMUfb1DpgEUCOYsDYCx.jpg,2006-12-21,78568977,114,꽃으로 물든 금빛 반란이 시작된다,황후花,1619,643,17380,Zhang Yimou,/4RUDmfAojukZ3QmKsoXnVHa6wmQ.jpg,/bXo7ydNJxww2q4KSgobqUfhEofz.jpg,/hkT7EJ58O8prameA8jdo2VMxquE.jpg
