id,adult,budget,genres,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,actor_1,actor_2,actor_3,director,file_path_1,file_path_2,file_path_3
483,N/A,13000000,27,Child's Play 2,"비극적인 사건을 겪은 앤디는 그의 어머니가 위임한 대로 위탁 부양가정에서 지낸다. 한편, 자신들의 명성을 유지하려는 인형 제조회사는 '굿가이 인형'을 다시 생산하기로 한다. 자신들이 아무것도 잘못한 일이 없다라고 대중들 앞에서 증명하기 위해서이다. 또한 회사측은 이에 그치지 않고, 한술 더 떠서 연쇄살인마 찰스 리 레이의 영혼을 불러들인다. 이같은 노력의 결과, 살인마가 깃든 '굿가이 인형'은 다시 인기를 얻게 되고, 인형회사는 생산에 박차를 가한다. 그러는중 사악한 미소의 처키 인형은 이 틈을 놓치지 않고 부활하여 앤디를 찾아다니는데...",22.852,/xy0qUntbDOVgiTDvSIFlSM3MMzP.jpg,1990-11-09,35763605,84,N/A,사탄의 인형 2,65683,14464,26283,John Lafia,/qq0204J5V6uYk0bb7HNw8cYe2ld.jpg,/o7hjG7ADpNc2HCnv4SjQmxi72N5.jpg,/USttU4ZBxv8CfsbIUGRXGtt3Q7.jpg
484,N/A,18000000,12,A Dog's Way Home,"의대생 루카스와 떨어지게 된 강아지 벨라가 구를 다시 만나기 위해 400마일에 달하는 긴 여정을 시작한다. 루카스를 만나러 가는 동안 많은 사람들을 만나 다양한 모험을 겪게 된다. 고아가 된 어린 사자부터 운이 나쁜 홈리스까지, 만나는 이들에게 기쁨과 위안을 전하는 벨라의 감동적인 여정이 펼쳐진다.",21.043,/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg,2019-01-10,17643857,96,N/A,어 독스 웨이 홈,15852,1599391,587,Charles Martin Smith,/w7MsyOpP003FYhsiTgVHa3rNsrz.jpg,/6VM1aCP9XEdUu3Om74A72SrKX2J.jpg,/3bvJF4Uo1x7Zp1TyYrJRMoiw8UO.jpg
485,N/A,N/A,9648,True Story,"기사 조작이 발각되어 ‘뉴욕 타임스’에서 해고된 마이클 핀클(조나 힐)은 오리건 지역 신문사의 전화를 받는다. 아내와 세 자녀를 살해한 혐의를 받고 있는 용의자 크리스천 롱고(제임스 프랭코)가 핀클 행세를 하며 도망 다니다가 체포됐다는 것이다. 핀클은 기자로서의 호기심과 함께 재기의 발판을 마련할 수 있으리라는 기대감에 롱고를 찾아간다. 롱고는 핀클의 글솜씨를 동경해왔으며, 그의 행세를 했을 때가 너무 행복했다고 털어놓는다. 그리고 모든 진실을 핀클에게만 알려줄 테니 글쓰기를 가르쳐달라고 요청한다. 첫 만남에서 호감을 느낀 두 사람은 점차 신뢰를 쌓아가고, 롱고의 결백을 믿게 된 핀클은 그의 이야기를 ‘트루 스토리’란 제목의 책으로 출간할 계획을 세운다. 그런데 재판에서 롱고는 두 아이들의 죽음에는 무죄이며, 아내와 막내의 죽음에는 유죄라고 주장하는데…",20.759,/bVgesz52GwCqx9tVIUrU5kql0VA.jpg,2015-04-17,4719695,99,N/A,트루 스토리,21007,17051,72855,Rupert Goold,/cZmWjJ9V6tJc12Hxq4Utp42u08V.jpg,/pLut9mxo6kVsshYeJ7WlxYP0vwh.jpg,/2PkhdM0Ezpq7CBa8YKWLvxqQCi2.jpg
486,N/A,3000000,10749,Cat on a Hot Tin Roof,N/A,22.095,/tkHug8LLo9dBgkVQqvmC4sib9HB.jpg,1958-02-17,17570324,108,N/A,뜨거운 양철 지붕 위의 고양이,3635,3636,2753,Richard Brooks,/wm7TBeMeuomoXW4kkDnsY2Na8pW.jpg,/gLX9nAvGieONHG7NTlDgqOcH0Hi.jpg,/41m9iJMhXU1sBMhEfDEPeaDtAz3.jpg
487,N/A,980000,53,What Ever Happened to Baby Jane?,"베이비 제인 허드슨은 어린 시절 보드빌 쇼의 유명한 스타였지만 성장한 후에는 배우로서 재능을 인정받지 못한다. 대배우로 성공한 언니 블랜치의 그늘 아래서 술과 향락으로 매일을 보내고 있을 뿐이다. 그러던 어느 날 술 취한 제인과 블랜치가 함께 자동차에 타고 있다 사고가 난다. 블랜치는 다리를 다쳐 반신불수가 되고, 제인은 불만과 질시 속에서도 어쩔 수 없이 언니를 돌보며 살게 된다. 세월이 흐른 후, 블랜치는 알콜중독으로 편집증 상태가 된 제인을 병원으로 보내려 하는데, 이 사실을 안 제인은 온갖 수단으로 블랜치를 학대한다. 제인은 헌신적인 가정부 엘비라를 우발적으로 죽이게 되자 어찌할 바를 모르고 혼란에 빠진다.",22.042,/t2hPlHc2pFweBqQgrsNfSLNIv1j.jpg,1962-10-31,N/A,135,N/A,제인의 말로,3380,31550,24811,Robert Aldrich,/yAVNjGQPkrp2wJ0mIbpHbpPTG4k.jpg,/wrulHpdBpRHFufVNcijckXlx1TA.jpg,/nOT0FeoUnK4euZQ7ZkB1lXY2klG.jpg
488,N/A,100000,27,Cannibal Holocaust,"네명의 기록영화팀이 아마존 오지의 비밀을 필름에 담기 위해 출발하지만, 두달이 지나도록 소식이 없다. 그들을 후원했던 방송국에서는 구조대를 특파하고 아마존에 도착한 구조대는 기록영화팀의 참혹한 죽음의 소식과 함께 그들이 남긴 필름을 가지고 돌아온다.  필름을 현상한 방송국에서는 이 필름을 방영하면 높은 시청률을 이끌어 낼 수 있을 것이라 생각하고 시사를 하지만 그 내용의 참혹함에 놀라 결국 필름을 소각시켜 버린다.  '지옥으로 가는 길'이란 제목이 붙어있는 그 필름에는 기록영화팀이 원시의 생활 속에서 차츰 잔인한 본능을 드러내고 평화롭게 살고 있던 원주민들을 잔인하게 살해하는 모습이 담겨있었는데...",21.54,/pUfdart2YRLIBZCHHLzReT8W3Tf.jpg,1980-02-07,N/A,95,N/A,홀로코스트,55648,55649,55650,Ruggero Deodato,/nmZrtjeP3j7lTDKlNv4ayhq6AYR.jpg,/qsGMby8wYfj9Va20fqgb9Cn58jw.jpg,/4HNHlBc6ceXL3PtArh1ucQFdMUG.jpg
489,N/A,4300000,35,Smokey and the Bandit,N/A,21.837,/5uTIEUSBVzmEZ8TnFEZbCCOVHPj.jpg,1977-05-26,126737428,96,N/A,Smokey and the Bandit,16475,35,67764,Hal Needham,/hzjX8eA4u7tGz4d4kjTnsW4RNWK.jpg,/zn92mCw6nDm02QFmmkYw3LWi99o.jpg,/jsdq0s56hjQUDBEQtpYr3D3GVfx.jpg
490,N/A,13500000,18,Quills,나폴레옹 황제가 통치하던 시대의 프랑스  가학적이고 문란한 성생활 때문에 정신병원에 수감된 사드 후작(제프리 러시)은 그 안에서도 자신의 욕망을 소설로 써 내려 간다. 그는 젊은 세탁부 마들렌(케이트 윈슬렛)을 통해 원고를 몰래 출판하기까지 한다.  이상주의에 불타는 병원 원장 쿨미어 신부(와킨 피닉스)는 그런 사실을 모르는 채 사드를 교화하려 하지만 나폴레옹은 잔인한 치료로 악명 높은 의사 꼴라(마이클 케인)를 병원에 파견한다.  꼴라는 점잖은 외모 뒤에 위선과 죄악을 감추고 있는 인물이었는데...,19.337,/jPaRIcneNOJZj3O2xyjq25QcNVB.jpg,2000-11-22,7060876,124,N/A,퀼스,118,204,73421,Philip Kaufman,/1VDVlHWlMipUwbsGKot8qJr640G.jpg,/zBRTyerwj5ETEe0JxbkPcN60pXY.jpg,/8WCIjwHNARWOfU7a1ILQmK2VEi3.jpg
491,N/A,1250000,10752,All Quiet on the Western Front,"1차 대전이 진행되고 있을 무렵, 폴과 알버트, 프란츠, 뮬러, 벤은 전쟁에 참전해 조국을 구하라는 한 교수의 연설에 감동을 받아, 혹독한 훈련을 마친 후 전선으로 향한다. 하지만 전선에 배치되자마자 벤은 전사하고, 프란츠는 부상으로 다리를 절단하게 된다. 결국 정신을 차린 후, 평생 불구로 살아야한다는 사실에 이성을 잃고 날뛰던 프란츠도 병원에서 사망한다. 한편, 뮬러는 프란츠가 아끼던 군화를 받게 되자, 아주 기뻐하지만, 그 역시 전사한다. 결국 폴은 전쟁터에서 전쟁의 참상에 대해 서서히 깨닫기 시작한다. 그리고 부상으로 잠시 고향에 돌아온 폴은 전쟁에 대해 낭만적으로 얘기하는 사람들을 보면서 낙담한다. 한편, 자신들을 전쟁터로 몰아넣었던 교수가 후배들을 독려해달라고 부탁하자, 후배들에게 전쟁터에서 총알받이가 되는 것은 개죽음일 뿐이라고 말한다. 부상에서 회복된 폴은 다시 전선으로 돌아오지만, 자신을 아껴주던 상급자마저 잃는다.",20.833,/yAU6jklJLUjZot3WyvyJrxVdLKb.jpg,1930-04-29,N/A,133,"이 영화는 고발이나 고백이 아니며, 모험은 더더욱 아니다. 죽음에 직면한 이들에게 죽음은 모험이 아니기 때문이다. 이 영화를 통해 죽음으로부터 도망치지 못하고, 전쟁에 희생된 자들의 이야기를 전하려 한다",서부 전선 이상 없다,2007,2008,2009,Lewis Milestone,/cmAHUFBqg8VO0InX9QdDTZQSg9H.jpg,/zC9aNreN9ECI61EHbQwYPAe1QHv.jpg,/e76lBiltL8cOjKxTmzdmheuzUAP.jpg
492,N/A,28,80,The 51st State,"약대 졸업식날 마약 제조 혐의로 약사 자격을 뺏긴 맥클로이는 30년 후 마약 제조자가 된다. 리자드의 수하에서 코카인보다 51배 강하고, 엑스터시보다 51배 자극적인 신소재 마약 POS-51D을 제조한 맥클로이는 세계 최고의 마약상 듀란과 거래를 위해 또 다른 음모를 꾸민다. 하지만 거래하는 날 듀란과 맥클로이는 나타나지 않고 약속장소는 폭파된다. 가까스로 목숨을 건진 리자드는 맥클로이의 배신에 분노해 미모의 킬러 다코타에게 맥클로이 제거를 명령한다.",18.578,/vbFKo3SQVTObgjyLsY8JkBp6MCl.jpg,2001-12-07,14,93,N/A,51번째 주,2231,18023,1246,Ronny Yu,/wGqcPtNvAQBgbc7ELK4t9TQlrd4.jpg,/lTn6AUlpKn70quBaANug12n07xj.jpg,/55YW4Ex96rF6dLVeECo3j04cLqc.jpg
493,N/A,1500000,878,Fahrenheit 451,"일체의 문자정보가 금지된 미래사회를 배경으로 한 문명비판의 SF 영화. 주인공은 몰래 책을 숨기고 있는 사람들을 색출해 체포하고 책들을 불태우는 임무를 수행하는 소방수이다. 원제 '화씨 451도'는 종이가 불타는 온도를 뜻한다. 원작은 SF 작가 레이 브래드베리(Ray Bradbury)가 1953년 발표한 첫 장편소설이며, 프랑수아 트뤼포 감독에겐 첫 컬러 영화다.",20.576,/78NFjrD9onl9ciKSjsENUfnTHbT.jpg,1966-09-14,N/A,108,N/A,화씨 451,18216,1666,4973,François Truffaut,/fJx7bIYQltpFjDgI3QERguK3Ab8.jpg,/aGIK4imB1m22m2irWpwgN3MZigx.jpg,/5FLWyBFSevHvOgbuxKVyVj7aa5n.jpg
494,N/A,N/A,10752,Die Fälscher,"역사상 최대의 위조지폐 작전에 투입된 천재적인 위조 전문가! 세상조차 속일 수 있었지만 영혼만은 속일 수 없었다!  독일에서 ‘위조의 제왕’으로 명성을 떨치며 화려한 삶을 살던 살로몬 소로비치는 경찰에 체포된 후 유태인이라는 이유로 아우슈비츠 강제수용소로 끌려가게 된다. 타고난 그림 실력과 예술적 재능으로 나치 친위대 간부들의 초상화 등을 그려주며 다른 수용자들보다 나은 생활을 누리던 소로비치는 수용자 중에 전직 인쇄 기술자, 은행 직원들과 함께 나치의 대규모 위폐 생산과 공문서 위조 작전인 ‘베른하트 작전’에 투입된다.  실패하면 죽음 뿐인 작전에서 탱고 선율이 흐르는 작업 환경과 탁구대 등 다른 수용자와는 비교할 수 없는 혜택이 이들에게 주어지지만, 영국 파운드에 이어 미국 달러까지 완벽한 위조를 눈앞에 둔 이들은 삶과 영혼의 양심이라는 선택 속에서 갈등하기 시작 하는데…",19.327,/xkTcgB2XtR7wG7OBxGkLK9DlkEJ.jpg,2007-02-09,N/A,98,천재로 태어났지만 도구로 사용된 남자,카운터페이터,38459,6091,6086,Stefan Ruzowitzky,/qtD2lFLG5T7L8flbKSEIoSqcslI.jpg,/cIQc1bSUHJkQii8YUO1K2L60qKr.jpg,/mo4jxgqAtuLeWhrvZYUiedQMC8k.jpg
495,N/A,28000000,10749,Working Girl,뉴욕 증권가에서 성공하고 싶어하는 테스 맥길(멜라니 그리피스)은 30세가 될 때 까지 기회를 잡지 못하고 비서 노릇만 하고 있는 인물이다. 그녀의 보스인 캐서린(시고니 위버)이 자신의 아이디어를 받아들일 자세가 되어 있다는 것을 안 테스는 매우 기뻐한다. 그러던 중 캐서린은 스키장에서 다리를 다치게 된다.  그녀가 돌아올 때까지 일을 맡게 된 테스는 그녀의 아이디어를 가지고 더 큰 일을 벌이려 한다. 투자 상담가인 잭 트레이너(해리슨 포드)와 함께 일을 벌이면서 테스는 캐서린의 애인이라는 사실을 모르는 채 그를 사랑하게 되는데...,24.074,/bzPuHOl8DjfZDzwGDCIHonnHUT6.jpg,1988-12-20,103173635,114,N/A,워킹 걸,3,29369,10205,Mike Nichols,/9DRh30FG1Pe1u9c3N0pXyPyO9XS.jpg,/5TmSUZKlDPeglPvqRnbfCU05KUQ.jpg,/ubrwvFhirb2iLHvAQqV4OsQ8EM9.jpg
496,N/A,22000000,10752,Schindler's List,"2차 세계대전 당시 독일군이 점령한 폴란드. 시류에 맞춰 자신의 성공을 추구하는 기회주의자 쉰들러는 유태인이 경영하는 그릇 공장을 인수한다. 그는 공장을 인수하기 위해 나찌 당원이 되고 독일군에게 뇌물을 바치는 등 갖은 방법을 동원한다. 그러나 냉혹한 기회주의자였던 쉰들러는 유태인 회계사인 스턴과 친분을 맺으면서 냉혹한 유태인 학살에 대한 양심의 소리를 듣기 시작한다. 마침내 그는 강제 수용소로 끌려가 죽음을 맞게될 유태인들을 구해내기로 결심하고, 독일군 장교에게 빼내는 사람 숫자대로 뇌물을 주는 방법으로 유태인들을 구해내려는 계획을 세우는데...",25.488,/oyyUcGwLX7LTFS1pQbLrQpyzIyt.jpg,1993-12-15,321365567,195,한 생명을 구한 자는 세계를 구한 것이다,쉰들러 리스트,3896,2282,5469,Steven Spielberg,/af98P1bc7lJsFjhHOVWXQgNNgSQ.jpg,/cTNYRUTXkBgPH3wP3kmPUB5U6dA.jpg,/hFE0hvwMBrYdkq8diHu90utDxRc.jpg
497,N/A,N/A,35,Dave,데이브 코빅(케빈 클라인)은 볼티모어에서 직업 소개서를 운영하고 있다. 평범한 그는 자기를 찾아오는 실업자에게 일자리를 소개해 주는데서 즐거움을 찾는다. 그런 데이브에게는 아주 특이한점이 있는데 그것은 바로 미국의 44대 대통령 빌 미첼(케빈 클라인)과 똑같이 생겼다는 것이다. 미첼 대통령은 볼티모어 방문시 공식적인 행사에서 사적이고도 은밀한 시간을 갖기 위해 데이브를 잠시 내세우기로 한다.  미첼 대통령의 교활한 비서 실장 밥(프랭크 란젤라)은 데이브에게 잠시 대통령 흉내만 내게함으로서 국가에 봉사할 수 있는 기회를 제공한다고 유혹한다. 그러나 여비서와의 은밀한 계획을 가졌던 진짜 대통령 미첼이 뇌졸증으로 혼수상태에 빠지자 데이브는 비서실장 밥의 강요에 대통령 역할을 계속할 수 밖에 없게 된다.  졸지에 진짜 대통령이 되어 버린 데이브...,20.322,/nb2tSTxjhuiJqn9R6BEcwopq0dW.jpg,1993-05-07,63000000,110,N/A,데이브,8945,10205,8924,Ivan Reitman,/o5QteKWJMayxlFJDkS122vvOOw0.jpg,/l09jhXXMk1pW3xG1irKEk7V8475.jpg,/mfFhI3oMM2g0LqFbbqmpBCcGxCm.jpg
498,N/A,8000000,10749,Mr. Right,"지독한 이별 후, 우연히 들른 편의점에서 만난 ‘마사’와 ‘미스터 라잇’.  첫 눈에 ‘마사’에게 반한 ‘미스터 라잇’은 데이트를 신청하고, 둘은 즐거운 시간을 보낸다.  늘 나쁜 남자만을 골라가며 만나던 ‘마사’는 이번에야말로  외모와 성격, 모든 면에서 완벽한 이상형을 만났다고 기뻐하지만,  그것도 잠시. 그가 사람을 죽이는 장면을 목격하게 되고 ‘미스터 라잇’이 전문 킬러라는 사실을 알게 된다.  남들처럼 평범한 연애를 꿈꿨지만 FBI에게 쫓기는 신세인 ‘미스터 라잇’의 특별한(?) 신분은  ‘마사’의 목숨까지 위험하게 만들고, 이제 그녀는 완벽한 이상형인 그를 사수하기 위한 결정을 내리는데...  최고의 이상형이라 믿었던 남자가 킬.러.라.니!  ‘연애루저’ 그녀, 목숨도... 사랑도... 무사할 수 있을까?",24.281,/h4XqgJd39QS4HgeD6F9kdEbeNRr.jpg,2016-02-29,34694,95,"만나는 족족 최악의 남자에게 차이던 여자,   드디어 꿈에 그리던 완벽한 이상형을 만나다!",미스터 라잇,6807,84223,3129,Paco Cabezas,/pEQVSTEuYOOBAzbD7VzBea2KlCs.jpg,/b5ewiFqeUrsTjcwM1E2DAiYDlw8.jpg,/sB9kiQse3g67wtMVB79RGX8IdRQ.jpg
499,N/A,N/A,10751,The Odd Life of Timothy Green,"아이를 간절히 원했던 신디와 짐 그린 부부는 의사로부터 임신 가망이 없다는 진단을 받은 후, 그들이 꿈꿔왔던 아이의 특징들을 적은 글을 정원에 묻음으로써 그 아픔을 달랜다. 기이한 폭풍이 한차례 지나간 그 날 밤, 발목에서 나뭇잎이 자라나는 신비한 아이, 티모시가 나타난다. 티모시는 신디와 짐을 엄마, 아빠라 부르고, 그들은 이내 가족처럼 지내게 되는데...",23.518,/nwWtTWWOJIDU1mM3cBYvSURB03B.jpg,2012-08-15,51854875,105,N/A,티모시 그린의 이상한 삶,9278,33192,17402,Peter Hedges,/qUPiStKKvtfqfOxZ0rzmNcFgbdh.jpg,/bPwU3oGhEfHN9VYL8McAiPobsjn.jpg,/hH5nqzF6pOHBfbdte2pXfnCysWR.jpg
500,N/A,36000000,18,A Man Apart,"미국과 멕시코를 잇는 국경지대 '카르텔'. 지상최대의 마약거래가 이루어지는 이 곳을 통해 매년 엄청난 양의 마약이 미국내로 수송된다. 거리에서 자라 미 마약단속반 DEA 경찰로 성장한 '션(빈 디젤)'. 그는 자신의 오랜 친구이자 파트너인 '힉스'와 함께 카르텔의 보스 '루체로'를 잡기 위해 7년동안 끈질기게 그를 추적해오고 있다. 그리고 자신의 신분을 숨긴 채 뛰어든 멕시코 범죄현장에서 마침내 '루체로'를 체포하는데 성공한다.  루체로가 최고 보완 시설의 감옥에 수감되면서, 션도 아내 '스테이시'가 있는 집으로 돌아오게 된다. 그러나 새로운 보스 '디아블로'가 카르텔의 권력을 장악, 세력을 더욱 키우면서 사건은 점점 미궁 속으로 빠진다. 한번도 자신의 정체를 외부에 드러낸적 없는 디아블로. 그는 자신에게 방해가 되는 이들을 무참히 처단하기 시작하고, 션의 아내도 살해되는 끔찍한 사고를 당한다. 분노한 션은 잔혹한 디아블로에 맞서 혼자만의 전쟁을 선포한다. 그리고 베일에 싸인 디아블로를 찾기 위해 자신의 천적과도 같았던 루체로를 찾아간다. 감옥에 수감된 루체로의 도움으로 디아블로의 근거지를 추적한 션은 마약 밀매의 현장 멕시코로 향한다. 그러나 디아블로를 쫓는 과정에서 서서히 드러나는 그의 실체는 이 둘을 더욱 숨막히는 대결로 이끄는데...  줄거리 2. 미 마약단속반 경찰 션(빈 디젤)은 7년동안 끈질기게 추적해온 마약계의 대부 루체로를 체포한다. 하지만 새로운 보스 디아블로가 마약계를 장악하며 사건은 더욱 미궁속으로 빠지게 된다. 자신에게 방해가 되는 이들을 무참히 처단하는 디아블로에게 아내를 잃은 션. 분노한 그는 잔혹한 디아블로에 맞서 혼자만의 전쟁을 선포한다. 결국 션은 감옥에 있는 루체로를 찾아가게 되고 그의 도움으로 마약 밀매의 현장, 멕시코로 향한다. 그러나 디아블로를 쫓는 과정에서 서서히 드러나는 그의 실체는 이 둘을 더욱 숨막히는 대결로 이끄는데...",23.313,/wkIgG0VidVgVcbdJJgpMhP5XORl.jpg,2003-04-04,44350926,109,N/A,디아블로,12835,18291,18082,Christian Gudegast,/3pAQqMg1bGPKA3OlPl8u8n1glcn.jpg,/iNR474gJyZzKumAhhubo8A5cwnG.jpg,/sWN0eOK1Axc4yewd9TO1XqSuYxA.jpg
501,N/A,35000000,878,Flash Gordon,갑작스런 이상 기류에 휘말려 과학자의 집에 추락한 Flash와 Melody. 우연곡절 끝에 이상한 별에 도착한 그들은 그곳의병사들에게 체포되어 고문을 당하게 되고 Flash는 우연히 그곳의 공주로인해 죽음의 위기를 모면하게 된다. 공주의 유혹속 에 빠진 Flash는 그녀와 함께 여행을 떠나다 공주의 옛애인으로 부터 결투 신청을 받아 생사를 건 싸움을 벌이게 된다. 한편 Mwlody는 Flash가 죽은 줄만 알고 그곳의 독재자와 결혼을 하게 된다.,23.561,/9c5vKUX7MB1yixVp0ZFAUDRTaeE.jpg,1980-09-01,27107960,111,N/A,제국의 종말,33321,33322,2201,Mike Hodges,/bOVyJyl19wX6crzZDCERXeweeZ8.jpg,/qkCJxJTEoJlE9cCHUdxeYRKwewd.jpg,/z1vj3cm2UboaLKfKB3Qq5MyFsnR.jpg
502,N/A,25000000,10749,Passengers,"어느 날, 109명의 승객을 태운 비행기가 추락하는 대형사고가 발생한다. 이 사고로 대부분의 승객들이 사망하고 10명의 승객들만이 살아 남는다. 끔찍한 사고에서 생존한 승객들의 트라우마 치료를 위해 재난후유증 치료사 클레어 (앤 해서웨이)가 긴급 투입되고, 대부분의 생존자들은 사고의 후유증으로 고통스러워하며 치료에 적극적인 반면 에릭 (패트릭 윌슨)이라는 환자는 사고조차 당하지 않은 사람처럼 여유 있는 반응을 보이며 클레어의 치료에 소극적으로 임한다. 그의 이상 행동에 묘한 호기심을 느낀 클레어는 에릭을 직접 찾아가 일대일 면접 치료를 시작하고 그러던 중 상담을 받던 생존자들이 하나 둘씩 사라지는 사건이 발생하자 클레어는 비행기 사고에 알려지지 않은 비밀이 있음을 직감하는데..",21.313,/yz1SOuLmDuRfcikimIK8Ca0SVjH.jpg,2008-09-26,2000000,93,N/A,패신저스,1813,17178,6861,Rodrigo García,/3OI67jwjhgj6Mrbh0e3jNBPiAnC.jpg,/QQshZZ3msRB1n4c9JQldVKUvx0.jpg,/v2X9gcl0tXDKzvQ7qCybpVMwXzY.jpg
503,N/A,100000000,18,Fred Claus,"어렸을 때부터 크리스마스와 관련해 남다른 재능을 보인 니콜라스 클로스(폴 지아매티)는 커서 산타라는 애칭으로 세계 어린이들의 우상이 된다. 하지만 즐거움도 잠시. 고혈압에 비만, 가문 망신시키는 삐뚤어진 형(빈스 본)까지 괴로운 일이 이만 저만이 아니다. 게다가 산타의 행동거지와 공장을 체크하러 나온 감독관까지 그를 괴롭힌다. 그만 둬, 말아? 산타는 무지 고민 중!",21.062,/vFniWmciRi4tAjAYGp2wrK0P8dJ.jpg,2007-11-03,97838349,116,"헉헉... 이 짓도 너무 힘들다! | 올겨울, 산타는 없다!",산타는 괴로워,4937,13242,8265,David Dobkin,/vRqKw0PFHnYfV0pc5dC1ulNfe1e.jpg,/kniXSQQZA8INZQ7mwRkhfYddUdl.jpg,/5fMHOAA5TVcruDxQqL4QC7zCVUJ.jpg
504,N/A,4000000,10749,The Rules of Attraction,N/A,19.56,/vDHxllvpO5Z4tg98aiQwZYRPCta.jpg,2002-10-11,N/A,111,N/A,The Rules of Attraction,19210,27855,19211,Roger Avary,/6UVbArg0lCikjDfkiLwE5ki9pPA.jpg,/pIZcsiZxSWr6wpKBtHYWHSWa83B.jpg,/g79GcJTjts1G1sRVCkZlU7dy324.jpg
505,N/A,8700000,35,L'arnacoeur,"커플들의 관계정리에 관한 한 세계적 실력을 자랑하는 ‘하트브레이커’ 팀은 남자 때문에 낚인 여자들이 헤어질 수 있도록 성공률 99.9%의 훈남요원을 현장에 파견하여 미션을 수행한다. 치밀하고도 완벽한 수행작전을 통해 여자들이 훈남요원과 사랑에 빠짐으로써, 원래의 애인과는 이별하게 만드는 하트브레이커 팀의 철칙은 “오직 연애 때문에 불행한 여자들만 접수한다.” 한다는 것! 어느 날 ‘하트브레이커’ 팀의 알렉스(로망 뒤리스)에게 프랑스 최고 재벌가의 외동딸이자 가십걸 줄리엣(바네사 파라디)의 결혼식을 막아달라는 의뢰가 들어온다. 영국 훈남이자 스마트한 재벌로 손꼽히는 조나단(앤드류 링컨)과의 결혼식을 단 10일 앞두고 있는 줄리엣. 생애 최고의 결혼식을 앞두고 있는 그녀의 결혼을 깰 수 있는 방법은 과연 있는 것일까? 사랑이 흔들리는 그녀의 선택은?",23.011,/zC6qcDj8ku0HLkthW8UEjTHU8RM.jpg,2010-03-17,47355187,105,"이별이 미션이다! 세계적, 커플 연애조작단 ‘하트브레이커’팀!  프랑스 최고의 재벌가문 가십걸의 결혼을 10일안에 깨야 한다!",하트브레이커,17497,65007,54292,Pascal Chaumeil,/1GJnBYfA3TZn9frCqEKfgO3UU72.jpg,/hM11OEjhNdWzohu77wN7T0vxAK9.jpg,/dE8Pv82p8txnvoUAmgr0N2U3JR0.jpg
506,N/A,N/A,37,Westworld,"미국의 멜로즈라는 지방에 첨단의 과학적 시스템으로 운영이 되는 이색 휴양지가 문을 연다. 개척시대의 서부, 중세의 성, 로마의 유원지가 그대로 재현이 된 그곳은 곧 대중적인 휴양지로 모든 사람들의 이목을 끈다. 틀에 박힌 생활에 환멸을 느끼고 있던 사람들이 멜로즈로 찾아와 휴가를 만끽하고, 변호사인 마틴과 블레인도 일상 생활의 스트레스를 풀기 위해 웨스트 월드에 도착하게 된다. 처음에는 컴퓨터로 조작되는 인간들과의 신나는 총격전과 수많은 미녀들과의 색다른 즐거움 빠져 있었으나 시일이 지나자 이상한 현상들을 발견하게 된다. 어떤 힘에 통제를 받는 인조인간들이 반란을 일으킨것이다.",21.305,/cOJsaT8jEmG9s1MziVIPpHBRpQ7.jpg,1973-11-21,N/A,88,N/A,이색지대,14528,24318,9274,Michael Crichton,/ut1svoui5yDO58PoSV7BC00udpj.jpg,/ainRUPKHuKy3g3T1twmNL8l0qvv.jpg,/sZtVYpulooHSN7doa7FCq3O3s6p.jpg
507,N/A,N/A,10749,His Girl Friday,루이스 마일스톤의 (1931)를 리메이크한 작품이다. 여기서 혹스는 마일스톤의 영화에서 남자로 설정되어 있던 기자 역할을 여기자로 바꾸어놓았다. 유능한 기자로 이름을 날렸던 힐디는 약혼자와 함께 전남편인 신문사 편집장 월터를 방문한다. 월터는 짐짓 아무렇지도 않은 듯 행동하지만 실은 힐디의 결혼을 막기 위한 계략을 짜내기에 여념이 없다. 능글맞지만 결코 밉지만은 않은 캐릭터인 월터 역을 맡은 캐리 그랜트와 자신감에 넘치는 힐디 역의 로잘린드 러셀의 더할 나위 없이 빼어난 연기가 빛을 발하는 영화다. 혹스적 대사 운용의 묘미가 넘치는 작품으로 첫 시사 당시 마일스톤의 영화와 함께 상영되어 원작을 훨씬 능가하는 대사처리 속도로 기자들에게 놀라움을 안겨주기도 했다고 한다.,22.355,/fmQLvnDEL9wlE6FzB1S84yskdkT.jpg,1940-01-18,N/A,92,N/A,그의 연인 프라이데이,2638,30233,1208,Howard Hawks,/99EC2akzRSUNQoCTxgZLNolQR8I.jpg,/errpcifMyFST0kkSrjh2JtXFUZ7.jpg,/hMkRDbiM6CobJeIEfuYwbqjTnav.jpg
